sep=,,
Series,Time,Value
PM2.5,01-01-20 07:00,"89,85"
PM2.5,01-01-20 07:03,"90,23"
PM2.5,01-01-20 07:06,"89,8"
PM2.5,01-01-20 07:08,"91,2"
PM2.5,01-01-20 07:11,"89,14"
PM2.5,01-01-20 07:14,"89,23"
PM2.5,01-01-20 07:16,"88,61"
PM2.5,01-01-20 07:19,"87,78"
PM2.5,01-01-20 07:22,"85,73"
PM2.5,01-01-20 07:25,"85,27"
PM2.5,01-01-20 07:27,"86,31"
PM2.5,01-01-20 07:30,"87,14"
PM2.5,01-01-20 07:33,"87,65"
PM2.5,01-01-20 07:35,"88,56"
PM2.5,01-01-20 07:38,"89,06"
PM2.5,01-01-20 07:41,"89,37"
PM2.5,01-01-20 07:46,"88,02"
PM2.5,01-01-20 07:49,"88,83"
PM2.5,01-01-20 07:52,"87,51"
PM2.5,01-01-20 07:55,"83,96"
PM2.5,01-01-20 07:57,"81,66"
PM2.5,01-01-20 08:00,"81,55"
PM2.5,01-01-20 08:03,"81,64"
PM2.5,01-01-20 08:05,"79,01"
PM2.5,01-01-20 08:08,"77,4"
PM2.5,01-01-20 08:11,"77,13"
PM2.5,01-01-20 08:13,"76,66"
PM2.5,01-01-20 08:16,"77,5"
PM2.5,01-01-20 08:19,"74,99"
PM2.5,01-01-20 08:22,"74,73"
PM2.5,01-01-20 08:25,"75,4"
PM2.5,01-01-20 08:27,"75,19"
PM2.5,01-01-20 08:30,"76,05"
PM2.5,01-01-20 08:33,"76,49"
PM2.5,01-01-20 08:35,"76,34"
PM2.5,01-01-20 08:38,"73,52"
PM2.5,01-01-20 08:41,"71,51"
PM2.5,01-01-20 08:44,"71,59"
PM2.5,01-01-20 08:46,"71,55"
PM2.5,01-01-20 08:49,"72,69"
PM2.5,01-01-20 08:52,"73,42"
PM2.5,01-01-20 08:54,"73,75"
PM2.5,01-01-20 08:57,"75,44"
PM2.5,01-01-20 09:00,"75,7"
PM2.5,01-01-20 09:02,"76,96"
PM2.5,01-01-20 09:05,"74,93"
PM2.5,01-01-20 09:08,"75,78"
PM2.5,01-01-20 09:10,"76,53"
PM2.5,01-01-20 09:13,"76,21"
PM2.5,01-01-20 09:16,"77,02"
PM2.5,01-01-20 09:19,77
PM2.5,01-01-20 09:21,"77,72"
PM2.5,01-01-20 09:24,"78,03"
PM2.5,01-01-20 09:27,"77,03"
PM2.5,01-01-20 09:29,"75,98"
PM2.5,01-01-20 09:32,"74,94"
PM2.5,01-01-20 09:35,"76,03"
PM2.5,01-01-20 09:38,"77,17"
PM2.5,01-01-20 09:40,"77,22"
PM2.5,01-01-20 09:43,"77,7"
PM2.5,01-01-20 09:46,"77,91"
PM2.5,01-01-20 09:48,"78,14"
PM2.5,01-01-20 09:51,"74,34"
PM2.5,01-01-20 09:54,"72,1"
PM2.5,01-01-20 09:56,"71,01"
PM2.5,01-01-20 09:59,"68,98"
PM2.5,01-01-20 10:02,"67,4"
PM2.5,01-01-20 10:05,"65,88"
PM2.5,01-01-20 10:07,"66,26"
PM2.5,01-01-20 10:10,"67,61"
PM2.5,01-01-20 10:13,"69,45"
PM2.5,01-01-20 10:15,"70,91"
PM2.5,01-01-20 10:18,"73,5"
PM2.5,01-01-20 10:21,"73,18"
PM2.5,01-01-20 10:24,"75,61"
PM2.5,01-01-20 10:26,"69,3"
PM2.5,01-01-20 10:29,"65,11"
PM2.5,01-01-20 10:32,"63,73"
PM2.5,01-01-20 10:34,"62,49"
PM2.5,01-01-20 10:37,"61,75"
PM2.5,01-01-20 10:40,"62,31"
PM2.5,01-01-20 10:43,"63,2"
PM2.5,01-01-20 10:45,"64,32"
PM2.5,01-01-20 10:48,"65,49"
PM2.5,01-01-20 10:51,"66,45"
PM2.5,01-01-20 10:53,"67,52"
PM2.5,01-01-20 10:56,"68,34"
PM2.5,01-01-20 10:59,"68,9"
PM2.5,01-01-20 11:01,"68,8"
PM2.5,01-01-20 11:04,"70,45"
PM2.5,01-01-20 11:07,"70,12"
PM2.5,01-01-20 11:09,"70,61"
PM2.5,01-01-20 11:15,"71,47"
PM2.5,01-01-20 11:18,"70,05"
PM2.5,01-01-20 11:20,"69,81"
PM2.5,01-01-20 11:23,"67,76"
PM2.5,01-01-20 11:26,"68,29"
PM2.5,01-01-20 11:29,"66,03"
PM2.5,01-01-20 11:31,"66,94"
PM2.5,01-01-20 11:34,"65,86"
PM2.5,01-01-20 11:37,"65,1"
PM2.5,01-01-20 11:39,"64,9"
PM2.5,01-01-20 11:42,"64,26"
PM2.5,01-01-20 11:45,"62,71"
PM2.5,01-01-20 11:48,"64,76"
PM2.5,01-01-20 11:50,"64,48"
PM2.5,01-01-20 11:53,"64,35"
PM2.5,01-01-20 11:56,"65,5"
PM2.5,01-01-20 11:58,"65,39"
PM2.5,01-01-20 12:01,"65,34"
PM2.5,01-01-20 12:04,"64,22"
PM2.5,01-01-20 12:07,65
PM2.5,01-01-20 12:09,"65,56"
PM2.5,01-01-20 12:12,"66,04"
PM2.5,01-01-20 12:15,"65,52"
PM2.5,01-01-20 12:17,"65,38"
PM2.5,01-01-20 12:20,"65,75"
PM2.5,01-01-20 12:23,"67,38"
PM2.5,01-01-20 12:25,"68,29"
PM2.5,01-01-20 12:28,"68,68"
PM2.5,01-01-20 12:31,"68,87"
PM2.5,01-01-20 12:33,"66,99"
PM2.5,01-01-20 12:36,"68,24"
PM2.5,01-01-20 12:39,"68,67"
PM2.5,01-01-20 12:42,"69,77"
PM2.5,01-01-20 12:44,"68,83"
PM2.5,01-01-20 12:47,"68,7"
PM2.5,01-01-20 12:50,"69,96"
PM2.5,01-01-20 12:52,"69,54"
PM2.5,01-01-20 12:55,"69,73"
PM2.5,01-01-20 12:58,"68,38"
PM2.5,01-01-20 13:01,"66,6"
PM2.5,01-01-20 13:06,"63,53"
PM2.5,01-01-20 13:09,"62,43"
PM2.5,01-01-20 13:12,"61,56"
PM2.5,01-01-20 13:15,"62,8"
PM2.5,01-01-20 13:17,"60,93"
PM2.5,01-01-20 13:20,"60,91"
PM2.5,01-01-20 13:23,"62,41"
PM2.5,01-01-20 13:25,"63,44"
PM2.5,01-01-20 13:28,"62,21"
PM2.5,01-01-20 13:31,"61,99"
PM2.5,01-01-20 13:34,"61,69"
PM2.5,01-01-20 13:36,"62,08"
PM2.5,01-01-20 13:39,"61,98"
PM2.5,01-01-20 13:45,"67,92"
PM2.5,01-01-20 13:47,"68,17"
PM2.5,01-01-20 13:50,"64,19"
PM2.5,01-01-20 13:53,"61,06"
PM2.5,01-01-20 13:55,"61,39"
PM2.5,01-01-20 13:58,"60,09"
PM2.5,01-01-20 14:01,"58,05"
PM2.5,01-01-20 14:04,"56,4"
PM2.5,01-01-20 14:06,"53,9"
PM2.5,01-01-20 14:09,"53,94"
PM2.5,01-01-20 14:12,"53,48"
PM2.5,01-01-20 14:14,"52,13"
PM2.5,01-01-20 14:17,"52,67"
PM2.5,01-01-20 14:20,"51,3"
PM2.5,01-01-20 14:23,"50,93"
PM2.5,01-01-20 14:28,"51,19"
PM2.5,01-01-20 14:31,"52,76"
PM2.5,01-01-20 14:34,53
PM2.5,01-01-20 14:37,"51,12"
PM2.5,01-01-20 14:39,"49,33"
PM2.5,01-01-20 14:42,"55,44"
PM2.5,01-01-20 14:45,"53,04"
PM2.5,01-01-20 14:47,"51,43"
PM2.5,01-01-20 14:50,"50,94"
PM2.5,01-01-20 14:53,"50,07"
PM2.5,01-01-20 14:56,"49,19"
PM2.5,01-01-20 14:58,"49,32"
PM2.5,01-01-20 15:04,"49,03"
PM2.5,01-01-20 15:07,"49,18"
PM2.5,01-01-20 15:09,"49,15"
PM2.5,01-01-20 15:12,"49,9"
PM2.5,01-01-20 15:15,"51,16"
PM2.5,01-01-20 15:17,"51,1"
PM2.5,01-01-20 15:20,"51,1"
PM2.5,01-01-20 15:23,"51,21"
PM2.5,01-01-20 15:25,"51,37"
PM2.5,01-01-20 15:28,"51,51"
PM2.5,01-01-20 15:31,"51,52"
PM2.5,01-01-20 15:33,"51,64"
PM2.5,01-01-20 15:36,"52,09"
PM2.5,01-01-20 15:39,"51,76"
PM2.5,01-01-20 15:42,"53,35"
PM2.5,01-01-20 15:44,"51,7"
PM2.5,01-01-20 15:47,"51,23"
PM2.5,01-01-20 15:50,"50,73"
PM2.5,01-01-20 15:52,"49,62"
PM2.5,01-01-20 15:55,"47,46"
PM2.5,01-01-20 15:58,"47,2"
PM2.5,01-01-20 16:00,"47,54"
PM2.5,01-01-20 16:03,"46,97"
PM2.5,01-01-20 16:06,"46,41"
PM2.5,01-01-20 16:08,"47,1"
PM2.5,01-01-20 16:14,"47,5"
PM2.5,01-01-20 16:17,"46,56"
PM2.5,01-01-20 16:19,"45,67"
PM2.5,01-01-20 16:22,"47,78"
PM2.5,01-01-20 16:25,"48,04"
PM2.5,01-01-20 16:28,"46,45"
PM2.5,01-01-20 16:31,"46,37"
PM2.5,01-01-20 16:33,"46,37"
PM2.5,01-01-20 16:36,"46,18"
PM2.5,01-01-20 16:39,"46,16"
PM2.5,01-01-20 16:41,"45,72"
PM2.5,01-01-20 16:44,"45,94"
PM2.5,01-01-20 16:47,"46,2"
PM2.5,01-01-20 16:50,"44,79"
PM2.5,01-01-20 16:52,"43,42"
PM2.5,01-01-20 16:55,"42,96"
PM2.5,01-01-20 16:58,"42,44"
PM2.5,01-01-20 17:00,"41,05"
PM2.5,01-01-20 17:03,"40,66"
PM2.5,01-01-20 17:06,"40,67"
PM2.5,01-01-20 17:11,"39,54"
PM2.5,01-01-20 17:14,"39,84"
PM2.5,01-01-20 17:17,"41,58"
PM2.5,01-01-20 17:20,"42,59"
PM2.5,01-01-20 17:22,"43,78"
PM2.5,01-01-20 17:25,"44,76"
PM2.5,01-01-20 17:28,"45,22"
PM2.5,01-01-20 17:31,"43,46"
PM2.5,01-01-20 17:33,"43,89"
PM2.5,01-01-20 17:36,"45,09"
PM2.5,01-01-20 17:39,"45,38"
PM2.5,01-01-20 17:42,"45,13"
PM2.5,01-01-20 17:44,"41,29"
PM2.5,01-01-20 17:47,"38,39"
PM2.5,01-01-20 17:50,"37,72"
PM2.5,01-01-20 17:53,"37,83"
PM2.5,01-01-20 17:55,"38,91"
PM2.5,01-01-20 17:58,"40,59"
PM2.5,01-01-20 18:01,"41,34"
PM2.5,01-01-20 18:03,"42,32"
PM2.5,01-01-20 18:06,"42,93"
PM2.5,01-01-20 18:09,"41,74"
PM2.5,01-01-20 18:14,"40,69"
PM2.5,01-01-20 18:17,"41,64"
PM2.5,01-01-20 18:20,"40,32"
PM2.5,01-01-20 18:22,"40,05"
PM2.5,01-01-20 18:25,"38,68"
PM2.5,01-01-20 18:28,"39,79"
PM2.5,01-01-20 18:31,"38,68"
PM2.5,01-01-20 18:33,"39,77"
PM2.5,01-01-20 18:36,"40,11"
PM2.5,01-01-20 18:39,"40,34"
PM2.5,01-01-20 18:41,"40,18"
PM2.5,01-01-20 18:44,"39,61"
PM2.5,01-01-20 18:47,"40,43"
PM2.5,01-01-20 18:50,"40,12"
PM2.5,01-01-20 18:52,"39,79"
PM2.5,01-01-20 18:55,"38,93"
PM2.5,01-01-20 18:58,"38,55"
PM2.5,01-01-20 19:01,"37,84"
PM2.5,01-01-20 19:03,"37,79"
PM2.5,01-01-20 19:06,"37,91"
PM2.5,01-01-20 19:09,"38,12"
PM2.5,01-01-20 19:14,"37,28"
PM2.5,01-01-20 19:17,"37,34"
PM2.5,01-01-20 19:20,"36,86"
PM2.5,01-01-20 19:22,"37,08"
PM2.5,01-01-20 19:25,"36,87"
PM2.5,01-01-20 19:28,"37,12"
PM2.5,01-01-20 19:31,"38,64"
PM2.5,01-01-20 19:33,"39,43"
PM2.5,01-01-20 19:36,"39,48"
PM2.5,01-01-20 19:39,"39,83"
PM2.5,01-01-20 19:41,"39,87"
PM2.5,01-01-20 19:44,"40,15"
PM2.5,01-01-20 19:47,"40,8"
PM2.5,01-01-20 19:52,"40,65"
PM2.5,01-01-20 19:55,"40,68"
PM2.5,01-01-20 19:58,"40,56"
PM2.5,01-01-20 20:01,"40,95"
PM2.5,01-01-20 20:03,"39,1"
PM2.5,01-01-20 20:06,"35,83"
PM2.5,01-01-20 20:09,"36,15"
PM2.5,01-01-20 20:11,"35,28"
PM2.5,01-01-20 20:14,"34,84"
PM2.5,01-01-20 20:17,"35,34"
PM2.5,01-01-20 20:20,"36,13"
PM2.5,01-01-20 20:23,"36,95"
PM2.5,01-01-20 20:25,"36,05"
PM2.5,01-01-20 20:28,"37,08"
PM2.5,01-01-20 20:31,"37,59"
PM2.5,01-01-20 20:33,"37,44"
PM2.5,01-01-20 20:36,"37,35"
PM2.5,01-01-20 20:39,"37,97"
PM2.5,01-01-20 20:42,"38,26"
PM2.5,01-01-20 20:44,"38,49"
PM2.5,01-01-20 20:47,"37,93"
PM2.5,01-01-20 20:50,"38,27"
PM2.5,01-01-20 20:52,"38,65"
PM2.5,01-01-20 20:55,"39,13"
PM2.5,01-01-20 20:58,39
PM2.5,01-01-20 21:01,"39,91"
PM2.5,01-01-20 21:03,"40,77"
PM2.5,01-01-20 21:06,"40,16"
PM2.5,01-01-20 21:09,"39,72"
PM2.5,01-01-20 21:12,"39,48"
PM2.5,01-01-20 21:14,"40,14"
PM2.5,01-01-20 21:17,"39,83"
PM2.5,01-01-20 21:20,"41,96"
PM2.5,01-01-20 21:23,"43,11"
PM2.5,01-01-20 21:25,"42,18"
PM2.5,01-01-20 21:28,"41,51"
PM2.5,01-01-20 21:31,"40,25"
PM2.5,01-01-20 21:33,"41,36"
PM2.5,01-01-20 21:36,"41,82"
PM2.5,01-01-20 21:39,"41,88"
PM2.5,01-01-20 21:41,"42,05"
PM2.5,01-01-20 21:44,"42,74"
PM2.5,01-01-20 21:47,"41,39"
PM2.5,01-01-20 21:49,"43,93"
PM2.5,01-01-20 21:52,"43,69"
PM2.5,01-01-20 21:55,"44,85"
PM2.5,01-01-20 21:58,"45,51"
PM2.5,01-01-20 22:00,"45,69"
PM2.5,01-01-20 22:03,"46,59"
PM2.5,01-01-20 22:06,"45,52"
PM2.5,01-01-20 22:09,"44,85"
PM2.5,01-01-20 22:11,"45,72"
PM2.5,01-01-20 22:14,"46,1"
PM2.5,01-01-20 22:17,"48,17"
PM2.5,01-01-20 22:20,"48,82"
PM2.5,01-01-20 22:23,"49,35"
PM2.5,01-01-20 22:25,"50,54"
PM2.5,01-01-20 22:28,"50,84"
PM2.5,01-01-20 22:31,"47,77"
PM2.5,01-01-20 22:33,"48,28"
PM2.5,01-01-20 22:36,"48,51"
PM2.5,01-01-20 22:39,50
PM2.5,01-01-20 22:41,"49,39"
PM2.5,01-01-20 22:44,"50,96"
PM2.5,01-01-20 22:47,"52,44"
PM2.5,01-01-20 22:49,"52,76"
PM2.5,01-01-20 22:52,"53,66"
PM2.5,01-01-20 22:55,"53,61"
PM2.5,01-01-20 22:58,"52,39"
PM2.5,01-01-20 23:00,"52,34"
PM2.5,01-01-20 23:03,"52,32"
PM2.5,01-01-20 23:06,"51,67"
PM2.5,01-01-20 23:08,"52,1"
PM2.5,01-01-20 23:11,"51,81"
PM2.5,01-01-20 23:14,"52,2"
PM2.5,01-01-20 23:16,"53,09"
PM2.5,01-01-20 23:19,"53,65"
PM2.5,01-01-20 23:22,"53,75"
PM2.5,01-01-20 23:24,"53,12"
PM2.5,01-01-20 23:27,"54,41"
PM2.5,01-01-20 23:30,"55,64"
PM2.5,01-01-20 23:32,"56,61"
PM2.5,01-01-20 23:35,"56,03"
PM2.5,01-01-20 23:38,"57,7"
PM2.5,01-01-20 23:41,"56,9"
PM2.5,01-01-20 23:43,"55,77"
PM2.5,01-01-20 23:46,"53,73"
PM2.5,01-01-20 23:49,"55,22"
PM2.5,01-01-20 23:51,"53,19"
PM2.5,01-01-20 23:54,"53,25"
PM2.5,01-01-20 23:57,"54,07"
