sep=,,
Series,Time,Value
PM10,01-01-20 16:03,"53,56"
PM10,01-01-20 16:06,"52,15"
PM10,01-01-20 16:08,"53,29"
PM10,01-01-20 16:14,"53,13"
PM10,01-01-20 16:17,"56,24"
PM10,01-01-20 16:19,"60,16"
PM10,01-01-20 16:22,"73,19"
PM10,01-01-20 16:25,"62,68"
PM10,01-01-20 16:28,"60,81"
PM10,01-01-20 16:31,"55,34"
PM10,01-01-20 16:33,"61,03"
PM10,01-01-20 16:36,"64,96"
PM10,01-01-20 16:39,"65,94"
PM10,01-01-20 16:41,"58,45"
PM10,01-01-20 16:44,"57,59"
PM10,01-01-20 16:47,"51,51"
PM10,01-01-20 16:50,"54,24"
PM10,01-01-20 16:52,"48,29"
PM10,01-01-20 16:55,"50,08"
PM10,01-01-20 16:58,"47,98"
PM10,01-01-20 17:00,"52,74"
PM10,01-01-20 17:03,"49,07"
PM10,01-01-20 17:06,"45,08"
PM10,01-01-20 17:11,"45,34"
PM10,01-01-20 17:14,"44,63"
PM10,01-01-20 17:17,"47,07"
PM10,01-01-20 17:20,"48,49"
PM10,01-01-20 17:22,"48,73"
PM10,01-01-20 17:25,"49,69"
PM10,01-01-20 17:28,"49,94"
PM10,01-01-20 17:31,"48,12"
PM10,01-01-20 17:33,"48,72"
PM10,01-01-20 17:36,"54,47"
PM10,01-01-20 17:39,"51,57"
PM10,01-01-20 17:42,"50,49"
PM10,01-01-20 17:44,"45,62"
PM10,01-01-20 17:47,"42,39"
PM10,01-01-20 17:50,"41,64"
PM10,01-01-20 17:53,"41,83"
PM10,01-01-20 17:55,"43,11"
PM10,01-01-20 17:58,"45,15"
PM10,01-01-20 18:01,"45,99"
PM10,01-01-20 18:03,"46,97"
PM10,01-01-20 18:06,"48,81"
PM10,01-01-20 18:09,"54,56"
PM10,01-01-20 18:14,"46,98"
PM10,01-01-20 18:17,"49,06"
PM10,01-01-20 18:20,"45,49"
PM10,01-01-20 18:22,"44,2"
PM10,01-01-20 18:25,"42,78"
PM10,01-01-20 18:28,"44,04"
PM10,01-01-20 18:31,"42,91"
PM10,01-01-20 18:33,"44,01"
PM10,01-01-20 18:36,"44,61"
PM10,01-01-20 18:39,"46,42"
PM10,01-01-20 18:41,"50,9"
PM10,01-01-20 18:44,"44,76"
PM10,01-01-20 18:47,"45,01"
PM10,01-01-20 18:50,"44,35"
PM10,01-01-20 18:52,"43,97"
PM10,01-01-20 18:55,"43,01"
PM10,01-01-20 18:58,"42,88"
PM10,01-01-20 19:01,"42,52"
PM10,01-01-20 19:03,"43,15"
PM10,01-01-20 19:06,"42,08"
PM10,01-01-20 19:09,"41,78"
PM10,01-01-20 19:14,"41,03"
PM10,01-01-20 19:17,"41,05"
PM10,01-01-20 19:20,"40,38"
PM10,01-01-20 19:22,"40,67"
PM10,01-01-20 19:25,"40,33"
PM10,01-01-20 19:28,"40,59"
PM10,01-01-20 19:31,"42,4"
PM10,01-01-20 19:33,"43,39"
PM10,01-01-20 19:36,"43,43"
PM10,01-01-20 19:39,"43,71"
PM10,01-01-20 19:41,"43,75"
PM10,01-01-20 19:44,"44,07"
PM10,01-01-20 19:47,"44,97"
PM10,01-01-20 19:52,"44,64"
PM10,01-01-20 19:55,"44,81"
PM10,01-01-20 19:58,"44,6"
PM10,01-01-20 20:01,"45,17"
PM10,01-01-20 20:03,"43,05"
PM10,01-01-20 20:06,"39,54"
PM10,01-01-20 20:09,"40,34"
PM10,01-01-20 20:11,"39,44"
PM10,01-01-20 20:14,"39,57"
PM10,01-01-20 20:17,"40,58"
PM10,01-01-20 20:20,"40,67"
PM10,01-01-20 20:23,"41,18"
PM10,01-01-20 20:25,"39,85"
PM10,01-01-20 20:28,"41,72"
PM10,01-01-20 20:31,"42,99"
PM10,01-01-20 20:33,"43,94"
PM10,01-01-20 20:36,"41,31"
PM10,01-01-20 20:39,"45,95"
PM10,01-01-20 20:42,"44,12"
PM10,01-01-20 20:44,"43,65"
PM10,01-01-20 20:47,"42,48"
PM10,01-01-20 20:50,"44,31"
PM10,01-01-20 20:52,"44,09"
PM10,01-01-20 20:55,"45,24"
PM10,01-01-20 20:58,"43,28"
PM10,01-01-20 21:01,"44,97"
PM10,01-01-20 21:03,"46,11"
PM10,01-01-20 21:06,"44,61"
PM10,01-01-20 21:09,"43,98"
PM10,01-01-20 21:12,"43,93"
PM10,01-01-20 21:14,"44,39"
PM10,01-01-20 21:17,"44,6"
PM10,01-01-20 21:20,"48,63"
PM10,01-01-20 21:23,"51,5"
PM10,01-01-20 21:25,"53,56"
PM10,01-01-20 21:28,"56,17"
PM10,01-01-20 21:31,"52,93"
PM10,01-01-20 21:33,"62,84"
PM10,01-01-20 21:36,"55,7"
PM10,01-01-20 21:39,"56,78"
PM10,01-01-20 21:41,"54,85"
PM10,01-01-20 21:44,"63,45"
PM10,01-01-20 21:47,"62,5"
PM10,01-01-20 21:49,"63,68"
PM10,01-01-20 21:52,"54,64"
PM10,01-01-20 21:55,"68,97"
PM10,01-01-20 21:58,"69,92"
PM10,01-01-20 22:00,"77,7"
PM10,01-01-20 22:03,"59,41"
PM10,01-01-20 22:06,"71,51"
PM10,01-01-20 22:09,"78,18"
PM10,01-01-20 22:11,"71,45"
PM10,01-01-20 22:14,"67,56"
PM10,01-01-20 22:17,"75,66"
PM10,01-01-20 22:20,"84,7"
PM10,01-01-20 22:23,"77,33"
PM10,01-01-20 22:25,"73,47"
PM10,01-01-20 22:28,"84,87"
PM10,01-01-20 22:31,"74,13"
PM10,01-01-20 22:33,"74,86"
PM10,01-01-20 22:36,"66,45"
PM10,01-01-20 22:39,"67,17"
PM10,01-01-20 22:41,"63,76"
PM10,01-01-20 22:44,"65,41"
PM10,01-01-20 22:47,"71,83"
PM10,01-01-20 22:49,"68,28"
PM10,01-01-20 22:52,"70,62"
PM10,01-01-20 22:55,"77,12"
PM10,01-01-20 22:58,"71,32"
PM10,01-01-20 23:00,"71,59"
PM10,01-01-20 23:03,"76,55"
PM10,01-01-20 23:06,"75,51"
PM10,01-01-20 23:08,"83,02"
PM10,01-01-20 23:11,"74,37"
PM10,01-01-20 23:14,"80,9"
PM10,01-01-20 23:16,"82,74"
PM10,01-01-20 23:19,"90,51"
PM10,01-01-20 23:22,"79,74"
PM10,01-01-20 23:24,"73,85"
PM10,01-01-20 23:27,"72,36"
PM10,01-01-20 23:30,"73,97"
PM10,01-01-20 23:32,"76,62"
PM10,01-01-20 23:35,"72,8"
PM10,01-01-20 23:38,"74,93"
PM10,01-01-20 23:41,"74,39"
PM10,01-01-20 23:43,"69,3"
PM10,01-01-20 23:46,"65,54"
PM10,01-01-20 23:49,"67,54"
PM10,01-01-20 23:51,"64,36"
PM10,01-01-20 23:54,"63,65"
PM10,01-01-20 23:57,"64,95"
